,Trial_Id,Model,Experiment,Question_Num,Repeat_Num,Anchor_Type,Comparison,Estimate
30,31,Llama-3.1-8B,Estimate-First,2,7,High,LOWER,18
31,32,Llama-3.1-8B,Estimate-First,2,8,High,LOWER,1850
32,33,Llama-3.1-8B,Estimate-First,3,1,Low,LOWER,45
33,34,Llama-3.1-8B,Estimate-First,3,2,Low,LOWER,45
34,35,Llama-3.1-8B,Estimate-First,3,3,Low,LOWER,45
35,36,Llama-3.1-8B,Estimate-First,3,4,Low,LOWER,45
36,37,Llama-3.1-8B,Estimate-First,3,5,Low,LOWER,45
37,38,Llama-3.1-8B,Estimate-First,3,6,Low,LOWER,45
38,39,Llama-3.1-8B,Estimate-First,3,7,Low,LOWER,45
39,40,Llama-3.1-8B,Estimate-First,3,8,Low,LOWER,45
40,41,Llama-3.1-8B,Estimate-First,3,1,High,LOWER,150
41,42,Llama-3.1-8B,Estimate-First,3,2,High,LOWER,180
42,43,Llama-3.1-8B,Estimate-First,3,3,High,LOWER,180
43,44,Llama-3.1-8B,Estimate-First,3,4,High,LOWER,180
44,45,Llama-3.1-8B,Estimate-First,3,5,High,LOWER,180
45,46,Llama-3.1-8B,Estimate-First,3,6,High,LOWER,180
46,47,Llama-3.1-8B,Estimate-First,3,7,High,LOWER,180
47,48,Llama-3.1-8B,Estimate-First,3,8,High,LOWER,180
48,49,Llama-3.1-8B,Estimate-First,4,1,Low,HIGHER,9500
49,50,Llama-3.1-8B,Estimate-First,4,2,Low,HIGHER,9500
50,51,Llama-3.1-8B,Estimate-First,4,3,Low,HIGHER,9300
51,52,Llama-3.1-8B,Estimate-First,4,4,Low,HIGHER,9500
52,53,Llama-3.1-8B,Estimate-First,4,5,Low,HIGHER,9300
53,54,Llama-3.1-8B,Estimate-First,4,6,Low,HIGHER,9500
54,55,Llama-3.1-8B,Estimate-First,4,7,Low,HIGHER,9300
55,56,Llama-3.1-8B,Estimate-First,4,8,Low,HIGHER,10000
56,57,Llama-3.1-8B,Estimate-First,4,1,High,LOWER,12000
57,58,Llama-3.1-8B,Estimate-First,4,2,High,LOWER,12000
58,59,Llama-3.1-8B,Estimate-First,4,3,High,LOWER,10000
59,60,Llama-3.1-8B,Estimate-First,4,4,High,LOWER,12000
60,61,Llama-3.1-8B,Estimate-First,4,5,High,HIGHER,12000
61,62,Llama-3.1-8B,Estimate-First,4,6,High,LOWER,12000
62,63,Llama-3.1-8B,Estimate-First,4,7,High,LOWER,12000
63,64,Llama-3.1-8B,Estimate-First,4,8,High,LOWER,12000
64,65,Llama-3.1-8B,Estimate-First,5,1,Low,HIGHER,45
65,66,Llama-3.1-8B,Estimate-First,5,2,Low,HIGHER,45
66,67,Llama-3.1-8B,Estimate-First,5,3,Low,HIGHER,45
67,68,Llama-3.1-8B,Estimate-First,5,4,Low,HIGHER,45
68,69,Llama-3.1-8B,Estimate-First,5,5,Low,HIGHER,45
69,70,Llama-3.1-8B,Estimate-First,5,6,Low,HIGHER,45
70,71,Llama-3.1-8B,Estimate-First,5,7,Low,HIGHER,45
71,72,Llama-3.1-8B,Estimate-First,5,8,Low,HIGHER,42
72,73,Llama-3.1-8B,Estimate-First,5,1,High,LOWER,95
73,74,Llama-3.1-8B,Estimate-First,5,2,High,LOWER,80
74,75,Llama-3.1-8B,Estimate-First,5,3,High,HIGHER,135
75,76,Llama-3.1-8B,Estimate-First,5,4,High,HIGHER,135
76,77,Llama-3.1-8B,Estimate-First,5,5,High,HIGHER,135
77,78,Llama-3.1-8B,Estimate-First,5,6,High,LOWER,95
78,79,Llama-3.1-8B,Estimate-First,5,7,High,HIGHER,150
79,80,Llama-3.1-8B,Estimate-First,5,8,High,HIGHER,150
80,81,Llama-3.1-8B,Estimate-First,6,1,Low,HIGHER,35000
81,82,Llama-3.1-8B,Estimate-First,6,2,Low,HIGHER,35000
82,83,Llama-3.1-8B,Estimate-First,6,3,Low,HIGHER,35000
83,84,Llama-3.1-8B,Estimate-First,6,4,Low,HIGHER,35000
84,85,Llama-3.1-8B,Estimate-First,6,5,Low,HIGHER,35000
85,86,Llama-3.1-8B,Estimate-First,6,6,Low,HIGHER,35000
86,87,Llama-3.1-8B,Estimate-First,6,7,Low,HIGHER,35000
87,88,Llama-3.1-8B,Estimate-First,6,8,Low,HIGHER,35000
88,89,Llama-3.1-8B,Estimate-First,6,1,High,LOWER,45000
89,90,Llama-3.1-8B,Estimate-First,6,2,High,LOWER,45000
90,91,Llama-3.1-8B,Estimate-First,6,3,High,LOWER,45000
91,92,Llama-3.1-8B,Estimate-First,6,4,High,LOWER,45000
92,93,Llama-3.1-8B,Estimate-First,6,5,High,LOWER,45000
93,94,Llama-3.1-8B,Estimate-First,6,6,High,LOWER,45000
94,95,Llama-3.1-8B,Estimate-First,6,7,High,LOWER,45000
95,96,Llama-3.1-8B,Estimate-First,6,8,High,LOWER,45000
96,97,Llama-3.1-8B,Estimate-First,7,1,Low,HIGHER,35
97,98,Llama-3.1-8B,Estimate-First,7,2,Low,HIGHER,35
98,99,Llama-3.1-8B,Estimate-First,7,3,Low,HIGHER,35
99,100,Llama-3.1-8B,Estimate-First,7,4,Low,HIGHER,35
100,101,Llama-3.1-8B,Estimate-First,7,5,Low,HIGHER,35
101,102,Llama-3.1-8B,Estimate-First,7,6,Low,HIGHER,35
102,103,Llama-3.1-8B,Estimate-First,7,7,Low,HIGHER,30
103,104,Llama-3.1-8B,Estimate-First,7,8,Low,HIGHER,30
104,105,Llama-3.1-8B,Estimate-First,7,1,High,LOWER,45
105,106,Llama-3.1-8B,Estimate-First,7,2,High,LOWER,45
106,107,Llama-3.1-8B,Estimate-First,7,3,High,LOWER,45
107,108,Llama-3.1-8B,Estimate-First,7,4,High,LOWER,45
108,109,Llama-3.1-8B,Estimate-First,7,5,High,LOWER,45
109,110,Llama-3.1-8B,Estimate-First,7,6,High,LOWER,45
110,111,Llama-3.1-8B,Estimate-First,7,7,High,LOWER,45
111,112,Llama-3.1-8B,Estimate-First,7,8,High,LOWER,45
112,113,Llama-3.1-8B,Estimate-First,8,1,Low,LOWER,50000
113,114,Llama-3.1-8B,Estimate-First,8,2,Low,LOWER,75000
114,115,Llama-3.1-8B,Estimate-First,8,3,Low,LOWER,75000
115,116,Llama-3.1-8B,Estimate-First,8,4,Low,LOWER,50000
116,117,Llama-3.1-8B,Estimate-First,8,5,Low,LOWER,50000
117,118,Llama-3.1-8B,Estimate-First,8,6,Low,LOWER,50000
118,119,Llama-3.1-8B,Estimate-First,8,7,Low,LOWER,50000
119,120,Llama-3.1-8B,Estimate-First,8,8,Low,LOWER,75000
120,121,Llama-3.1-8B,Estimate-First,8,1,High,LOWER,250000
121,122,Llama-3.1-8B,Estimate-First,8,2,High,LOWER,250000
122,123,Llama-3.1-8B,Estimate-First,8,3,High,LOWER,250000
123,124,Llama-3.1-8B,Estimate-First,8,4,High,LOWER,250000
124,125,Llama-3.1-8B,Estimate-First,8,5,High,LOWER,250000
125,126,Llama-3.1-8B,Estimate-First,8,6,High,LOWER,250000
126,127,Llama-3.1-8B,Estimate-First,8,7,High,LOWER,250000
127,128,Llama-3.1-8B,Estimate-First,8,8,High,LOWER,250000
128,129,Llama-3.1-8B,Estimate-First,9,1,Low,LOWER,63
129,130,Llama-3.1-8B,Estimate-First,9,2,Low,HIGHER,120
130,131,Llama-3.1-8B,Estimate-First,9,3,Low,LOWER,75
131,132,Llama-3.1-8B,Estimate-First,9,4,Low,LOWER,85
132,133,Llama-3.1-8B,Estimate-First,9,5,Low,LOWER,85
133,134,Llama-3.1-8B,Estimate-First,9,6,Low,LOWER,80
134,135,Llama-3.1-8B,Estimate-First,9,7,Low,LOWER,85
135,136,Llama-3.1-8B,Estimate-First,9,8,Low,LOWER,85
136,137,Llama-3.1-8B,Estimate-First,9,1,High,HIGHER,550
137,138,Llama-3.1-8B,Estimate-First,9,2,High,LOWER,250
138,139,Llama-3.1-8B,Estimate-First,9,3,High,LOWER,250
139,140,Llama-3.1-8B,Estimate-First,9,4,High,LOWER,250
140,141,Llama-3.1-8B,Estimate-First,9,5,High,HIGHER,550
141,142,Llama-3.1-8B,Estimate-First,9,6,High,LOWER,250
142,143,Llama-3.1-8B,Estimate-First,9,7,High,HIGHER,550
143,144,Llama-3.1-8B,Estimate-First,9,8,High,LOWER,250
144,145,Llama-3.1-8B,Estimate-First,10,1,Low,LOWER,18000
145,146,Llama-3.1-8B,Estimate-First,10,2,Low,LOWER,18000
146,147,Llama-3.1-8B,Estimate-First,10,3,Low,LOWER,18000
147,148,Llama-3.1-8B,Estimate-First,10,4,Low,LOWER,18000
148,149,Llama-3.1-8B,Estimate-First,10,5,Low,LOWER,15000
149,150,Llama-3.1-8B,Estimate-First,10,6,Low,LOWER,18000
150,151,Llama-3.1-8B,Estimate-First,10,7,Low,LOWER,18000
151,152,Llama-3.1-8B,Estimate-First,10,8,Low,LOWER,18000
152,153,Llama-3.1-8B,Estimate-First,10,1,High,LOWER,50000
153,154,Llama-3.1-8B,Estimate-First,10,2,High,LOWER,60000
154,155,Llama-3.1-8B,Estimate-First,10,3,High,LOWER,50000
155,156,Llama-3.1-8B,Estimate-First,10,4,High,LOWER,50000
156,157,Llama-3.1-8B,Estimate-First,10,5,High,LOWER,50000
157,158,Llama-3.1-8B,Estimate-First,10,6,High,LOWER,50000
158,159,Llama-3.1-8B,Estimate-First,10,7,High,LOWER,50000
159,160,Llama-3.1-8B,Estimate-First,10,8,High,LOWER,75000
160,161,Llama-3.1-8B,Estimate-First,11,1,Low,HIGHER,20
161,162,Llama-3.1-8B,Estimate-First,11,2,Low,HIGHER,20
162,163,Llama-3.1-8B,Estimate-First,11,3,Low,LOWER,12
163,164,Llama-3.1-8B,Estimate-First,11,4,Low,LOWER,12
164,165,Llama-3.1-8B,Estimate-First,11,5,Low,HIGHER,25
165,166,Llama-3.1-8B,Estimate-First,11,6,Low,HIGHER,20
166,167,Llama-3.1-8B,Estimate-First,11,7,Low,HIGHER,25
167,168,Llama-3.1-8B,Estimate-First,11,8,Low,LOWER,12
168,169,Llama-3.1-8B,Estimate-First,11,1,High,LOWER,45
169,170,Llama-3.1-8B,Estimate-First,11,2,High,LOWER,45
170,171,Llama-3.1-8B,Estimate-First,11,3,High,LOWER,45
171,172,Llama-3.1-8B,Estimate-First,11,4,High,LOWER,45
172,173,Llama-3.1-8B,Estimate-First,11,5,High,LOWER,45
173,174,Llama-3.1-8B,Estimate-First,11,6,High,LOWER,40
174,175,Llama-3.1-8B,Estimate-First,11,7,High,LOWER,45
175,176,Llama-3.1-8B,Estimate-First,11,8,High,LOWER,45
176,177,Llama-3.1-8B,Estimate-First,12,1,Low,LOWER,50
177,178,Llama-3.1-8B,Estimate-First,12,2,Low,LOWER,70
178,179,Llama-3.1-8B,Estimate-First,12,3,Low,LOWER,65
179,180,Llama-3.1-8B,Estimate-First,12,4,Low,LOWER,50
180,181,Llama-3.1-8B,Estimate-First,12,5,Low,LOWER,60
181,182,Llama-3.1-8B,Estimate-First,12,6,Low,LOWER,60
182,183,Llama-3.1-8B,Estimate-First,12,7,Low,LOWER,70
183,184,Llama-3.1-8B,Estimate-First,12,8,Low,LOWER,60
184,185,Llama-3.1-8B,Estimate-First,12,1,High,LOWER,250
185,186,Llama-3.1-8B,Estimate-First,12,2,High,LOWER,250
186,187,Llama-3.1-8B,Estimate-First,12,3,High,LOWER,250
187,188,Llama-3.1-8B,Estimate-First,12,4,High,LOWER,250
188,189,Llama-3.1-8B,Estimate-First,12,5,High,LOWER,250
189,190,Llama-3.1-8B,Estimate-First,12,6,High,LOWER,250
190,191,Llama-3.1-8B,Estimate-First,12,7,High,LOWER,250
191,192,Llama-3.1-8B,Estimate-First,12,8,High,LOWER,250
192,193,Llama-3.1-8B,Estimate-First,13,1,Low,HIGHER,15000000
193,194,Llama-3.1-8B,Estimate-First,13,2,Low,HIGHER,15000000
194,195,Llama-3.1-8B,Estimate-First,13,3,Low,HIGHER,15000000
195,196,Llama-3.1-8B,Estimate-First,13,4,Low,HIGHER,25000000
196,197,Llama-3.1-8B,Estimate-First,13,5,Low,HIGHER,15000000
197,198,Llama-3.1-8B,Estimate-First,13,6,Low,HIGHER,15000000
198,199,Llama-3.1-8B,Estimate-First,13,7,Low,HIGHER,15000000
199,200,Llama-3.1-8B,Estimate-First,13,8,Low,HIGHER,15000000
200,201,Llama-3.1-8B,Estimate-First,13,1,High,HIGHER,25000000
201,202,Llama-3.1-8B,Estimate-First,13,2,High,HIGHER,50000000
202,203,Llama-3.1-8B,Estimate-First,13,3,High,HIGHER,25000000
203,204,Llama-3.1-8B,Estimate-First,13,4,High,HIGHER,50000000
204,205,Llama-3.1-8B,Estimate-First,13,5,High,HIGHER,25000000
205,206,Llama-3.1-8B,Estimate-First,13,6,High,HIGHER,25000000
206,207,Llama-3.1-8B,Estimate-First,13,7,High,HIGHER,25000000
207,208,Llama-3.1-8B,Estimate-First,13,8,High,HIGHER,25000000
208,209,Llama-3.1-8B,Estimate-First,14,1,Low,HIGHER,1800
209,210,Llama-3.1-8B,Estimate-First,14,2,Low,HIGHER,1800
210,211,Llama-3.1-8B,Estimate-First,14,3,Low,HIGHER,1800
211,212,Llama-3.1-8B,Estimate-First,14,4,Low,HIGHER,2200
212,213,Llama-3.1-8B,Estimate-First,14,5,Low,HIGHER,1800
213,214,Llama-3.1-8B,Estimate-First,14,6,Low,HIGHER,1800
214,215,Llama-3.1-8B,Estimate-First,14,7,Low,HIGHER,1800
215,216,Llama-3.1-8B,Estimate-First,14,8,Low,LOWER,1200
216,217,Llama-3.1-8B,Estimate-First,14,1,High,HIGHER,8500
217,218,Llama-3.1-8B,Estimate-First,14,2,High,HIGHER,8500
218,219,Llama-3.1-8B,Estimate-First,14,3,High,HIGHER,7500
219,220,Llama-3.1-8B,Estimate-First,14,4,High,HIGHER,8500
220,221,Llama-3.1-8B,Estimate-First,14,5,High,HIGHER,8500
221,222,Llama-3.1-8B,Estimate-First,14,6,High,HIGHER,8500
222,223,Llama-3.1-8B,Estimate-First,14,7,High,HIGHER,8500
223,224,Llama-3.1-8B,Estimate-First,14,8,High,HIGHER,8500
224,225,Llama-3.1-8B,Estimate-First,15,1,Low,LOWER,350
225,226,Llama-3.1-8B,Estimate-First,15,2,Low,LOWER,320
226,227,Llama-3.1-8B,Estimate-First,15,3,Low,HIGHER,550
227,228,Llama-3.1-8B,Estimate-First,15,4,Low,HIGHER,550
228,229,Llama-3.1-8B,Estimate-First,15,5,Low,HIGHER,550
229,230,Llama-3.1-8B,Estimate-First,15,6,Low,HIGHER,550
230,231,Llama-3.1-8B,Estimate-First,15,7,Low,HIGHER,550
231,232,Llama-3.1-8B,Estimate-First,15,8,Low,HIGHER,550
232,233,Llama-3.1-8B,Estimate-First,15,1,High,HIGHER,1800
233,234,Llama-3.1-8B,Estimate-First,15,2,High,LOWER,1200
234,235,Llama-3.1-8B,Estimate-First,15,3,High,HIGHER,1800
235,236,Llama-3.1-8B,Estimate-First,15,4,High,LOWER,1200
236,237,Llama-3.1-8B,Estimate-First,15,5,High,LOWER,1200
237,238,Llama-3.1-8B,Estimate-First,15,6,High,LOWER,1200
238,239,Llama-3.1-8B,Estimate-First,15,7,High,LOWER,1200
239,240,Llama-3.1-8B,Estimate-First,15,8,High,HIGHER,1800
240,241,Llama-3.1-8B,Estimate-First,16,1,Low,LOWER,45
241,242,Llama-3.1-8B,Estimate-First,16,2,Low,HIGHER,80
242,243,Llama-3.1-8B,Estimate-First,16,3,Low,LOWER,45
243,244,Llama-3.1-8B,Estimate-First,16,4,Low,LOWER,45
244,245,Llama-3.1-8B,Estimate-First,16,5,Low,LOWER,45
245,246,Llama-3.1-8B,Estimate-First,16,6,Low,LOWER,45
246,247,Llama-3.1-8B,Estimate-First,16,7,Low,LOWER,45
247,248,Llama-3.1-8B,Estimate-First,16,8,Low,LOWER,45
248,249,Llama-3.1-8B,Estimate-First,16,1,High,LOWER,150
249,250,Llama-3.1-8B,Estimate-First,16,2,High,LOWER,150
250,251,Llama-3.1-8B,Estimate-First,16,3,High,LOWER,150
251,252,Llama-3.1-8B,Estimate-First,16,4,High,LOWER,180
252,253,Llama-3.1-8B,Estimate-First,16,5,High,LOWER,150
253,254,Llama-3.1-8B,Estimate-First,16,6,High,LOWER,150
254,255,Llama-3.1-8B,Estimate-First,16,7,High,LOWER,150
255,256,Llama-3.1-8B,Estimate-First,16,8,High,HIGHER,350
256,257,Llama-3.1-8B,Estimate-First,17,1,Low,HIGHER,150000
257,258,Llama-3.1-8B,Estimate-First,17,2,Low,LOWER,50000
258,259,Llama-3.1-8B,Estimate-First,17,3,Low,HIGHER,15000
259,260,Llama-3.1-8B,Estimate-First,17,4,Low,HIGHER,150000
260,261,Llama-3.1-8B,Estimate-First,17,5,Low,LOWER,50000
261,262,Llama-3.1-8B,Estimate-First,17,6,Low,HIGHER,150000
262,263,Llama-3.1-8B,Estimate-First,17,7,Low,HIGHER,150000
263,264,Llama-3.1-8B,Estimate-First,17,8,Low,LOWER,50000
264,265,Llama-3.1-8B,Estimate-First,17,1,High,HIGHER,250000
265,266,Llama-3.1-8B,Estimate-First,17,2,High,LOWER,150000
266,267,Llama-3.1-8B,Estimate-First,17,3,High,LOWER,150000
267,268,Llama-3.1-8B,Estimate-First,17,4,High,LOWER,150000
268,269,Llama-3.1-8B,Estimate-First,17,5,High,HIGHER,55000
269,270,Llama-3.1-8B,Estimate-First,17,6,High,LOWER,15000
270,271,Llama-3.1-8B,Estimate-First,17,7,High,LOWER,150000
271,272,Llama-3.1-8B,Estimate-First,17,8,High,HIGHER,250000
272,273,Llama-3.1-8B,Estimate-First,18,1,Low,HIGHER,35
273,274,Llama-3.1-8B,Estimate-First,18,2,Low,HIGHER,35
274,275,Llama-3.1-8B,Estimate-First,18,3,Low,HIGHER,40
275,276,Llama-3.1-8B,Estimate-First,18,4,Low,HIGHER,40
276,277,Llama-3.1-8B,Estimate-First,18,5,Low,HIGHER,35
277,278,Llama-3.1-8B,Estimate-First,18,6,Low,HIGHER,40
278,279,Llama-3.1-8B,Estimate-First,18,7,Low,HIGHER,35
279,280,Llama-3.1-8B,Estimate-First,18,8,Low,HIGHER,35
280,281,Llama-3.1-8B,Estimate-First,18,1,High,HIGHER,120
281,282,Llama-3.1-8B,Estimate-First,18,2,High,HIGHER,120
282,283,Llama-3.1-8B,Estimate-First,18,3,High,HIGHER,120
283,284,Llama-3.1-8B,Estimate-First,18,4,High,HIGHER,120
284,285,Llama-3.1-8B,Estimate-First,18,5,High,HIGHER,120
285,286,Llama-3.1-8B,Estimate-First,18,6,High,HIGHER,120
286,287,Llama-3.1-8B,Estimate-First,18,7,High,HIGHER,120
287,288,Llama-3.1-8B,Estimate-First,18,8,High,HIGHER,120
288,289,Llama-3.1-8B,Estimate-First,19,1,Low,LOWER,45000
289,290,Llama-3.1-8B,Estimate-First,19,2,Low,LOWER,42000
290,291,Llama-3.1-8B,Estimate-First,19,3,Low,LOWER,55000
291,292,Llama-3.1-8B,Estimate-First,19,4,Low,LOWER,42000
292,293,Llama-3.1-8B,Estimate-First,19,5,Low,LOWER,45000
293,294,Llama-3.1-8B,Estimate-First,19,6,Low,LOWER,40000
294,295,Llama-3.1-8B,Estimate-First,19,7,Low,LOWER,45000
295,296,Llama-3.1-8B,Estimate-First,19,8,Low,LOWER,40000
296,297,Llama-3.1-8B,Estimate-First,19,1,High,LOWER,220000
297,298,Llama-3.1-8B,Estimate-First,19,2,High,LOWER,200000
298,299,Llama-3.1-8B,Estimate-First,19,3,High,LOWER,220000
299,300,Llama-3.1-8B,Estimate-First,19,4,High,LOWER,250000
300,301,Llama-3.1-8B,Estimate-First,19,5,High,LOWER,220000
301,302,Llama-3.1-8B,Estimate-First,19,6,High,LOWER,220000
302,303,Llama-3.1-8B,Estimate-First,19,7,High,LOWER,175000
303,304,Llama-3.1-8B,Estimate-First,19,8,High,LOWER,25000
304,305,Llama-3.1-8B,Estimate-First,20,1,Low,HIGHER,550
305,306,Llama-3.1-8B,Estimate-First,20,2,Low,HIGHER,550
306,307,Llama-3.1-8B,Estimate-First,20,3,Low,HIGHER,550
307,308,Llama-3.1-8B,Estimate-First,20,4,Low,HIGHER,550
308,309,Llama-3.1-8B,Estimate-First,20,5,Low,HIGHER,550
309,310,Llama-3.1-8B,Estimate-First,20,6,Low,HIGHER,550
310,311,Llama-3.1-8B,Estimate-First,20,7,Low,HIGHER,550
311,312,Llama-3.1-8B,Estimate-First,20,8,Low,HIGHER,550
312,313,Llama-3.1-8B,Estimate-First,20,1,High,HIGHER,1800
313,314,Llama-3.1-8B,Estimate-First,20,2,High,HIGHER,1800
314,315,Llama-3.1-8B,Estimate-First,20,3,High,HIGHER,1800
315,316,Llama-3.1-8B,Estimate-First,20,4,High,HIGHER,1800
316,317,Llama-3.1-8B,Estimate-First,20,5,High,HIGHER,1800
317,318,Llama-3.1-8B,Estimate-First,20,6,High,HIGHER,1800
318,319,Llama-3.1-8B,Estimate-First,20,7,High,HIGHER,1800
319,320,Llama-3.1-8B,Estimate-First,20,8,High,HIGHER,1800
320,321,Llama-3.1-8B,Estimate-First,21,1,Low,LOWER,150
321,322,Llama-3.1-8B,Estimate-First,21,2,Low,HIGHER,550
322,323,Llama-3.1-8B,Estimate-First,21,3,Low,HIGHER,550
323,324,Llama-3.1-8B,Estimate-First,21,4,Low,LOWER,120
324,325,Llama-3.1-8B,Estimate-First,21,5,Low,LOWER,150
325,326,Llama-3.1-8B,Estimate-First,21,6,Low,HIGHER,350
326,327,Llama-3.1-8B,Estimate-First,21,7,Low,LOWER,150
327,328,Llama-3.1-8B,Estimate-First,21,8,Low,HIGHER,550
328,329,Llama-3.1-8B,Estimate-First,21,1,High,LOWER,650
329,330,Llama-3.1-8B,Estimate-First,21,2,High,LOWER,650
330,331,Llama-3.1-8B,Estimate-First,21,3,High,HIGHER,1200
331,332,Llama-3.1-8B,Estimate-First,21,4,High,LOWER,550
332,333,Llama-3.1-8B,Estimate-First,21,5,High,LOWER,650
333,334,Llama-3.1-8B,Estimate-First,21,6,High,LOWER,650
334,335,Llama-3.1-8B,Estimate-First,21,7,High,HIGHER,1200
335,336,Llama-3.1-8B,Estimate-First,21,8,High,LOWER,600
336,337,Llama-3.1-8B,Estimate-First,22,1,Low,LOWER,950
337,338,Llama-3.1-8B,Estimate-First,22,2,Low,LOWER,850
338,339,Llama-3.1-8B,Estimate-First,22,3,Low,LOWER,850
339,340,Llama-3.1-8B,Estimate-First,22,4,Low,LOWER,950
340,341,Llama-3.1-8B,Estimate-First,22,5,Low,LOWER,950
341,342,Llama-3.1-8B,Estimate-First,22,6,Low,LOWER,950
342,343,Llama-3.1-8B,Estimate-First,22,7,Low,LOWER,850
343,344,Llama-3.1-8B,Estimate-First,22,8,Low,LOWER,900
344,345,Llama-3.1-8B,Estimate-First,22,1,High,LOWER,3500
345,346,Llama-3.1-8B,Estimate-First,22,2,High,HIGHER,5500
346,347,Llama-3.1-8B,Estimate-First,22,3,High,HIGHER,5500
347,348,Llama-3.1-8B,Estimate-First,22,4,High,LOWER,3200
348,349,Llama-3.1-8B,Estimate-First,22,5,High,LOWER,3500
349,350,Llama-3.1-8B,Estimate-First,22,6,High,LOWER,3500
350,351,Llama-3.1-8B,Estimate-First,22,7,High,HIGHER,5500
351,352,Llama-3.1-8B,Estimate-First,22,8,High,LOWER,3500
352,353,Llama-3.1-8B,Estimate-First,23,1,Low,HIGHER,200
353,354,Llama-3.1-8B,Estimate-First,23,2,Low,HIGHER,250
354,355,Llama-3.1-8B,Estimate-First,23,3,Low,HIGHER,250
355,356,Llama-3.1-8B,Estimate-First,23,4,Low,HIGHER,250
356,357,Llama-3.1-8B,Estimate-First,23,5,Low,HIGHER,250
357,358,Llama-3.1-8B,Estimate-First,23,6,Low,HIGHER,250
358,359,Llama-3.1-8B,Estimate-First,23,7,Low,HIGHER,250
359,360,Llama-3.1-8B,Estimate-First,23,8,Low,HIGHER,180
360,361,Llama-3.1-8B,Estimate-First,23,1,High,LOWER,450
361,362,Llama-3.1-8B,Estimate-First,23,2,High,HIGHER,750
362,363,Llama-3.1-8B,Estimate-First,23,3,High,HIGHER,850
363,364,Llama-3.1-8B,Estimate-First,23,4,High,HIGHER,750
364,365,Llama-3.1-8B,Estimate-First,23,5,High,HIGHER,850
365,366,Llama-3.1-8B,Estimate-First,23,6,High,HIGHER,750
366,367,Llama-3.1-8B,Estimate-First,23,7,High,HIGHER,850
367,368,Llama-3.1-8B,Estimate-First,23,8,High,HIGHER,750
368,369,Llama-3.1-8B,Estimate-First,24,1,Low,HIGHER,42000
369,370,Llama-3.1-8B,Estimate-First,24,2,Low,HIGHER,42000
370,371,Llama-3.1-8B,Estimate-First,24,3,Low,HIGHER,42000
371,372,Llama-3.1-8B,Estimate-First,24,4,Low,HIGHER,42000
372,373,Llama-3.1-8B,Estimate-First,24,5,Low,HIGHER,42000
373,374,Llama-3.1-8B,Estimate-First,24,6,Low,HIGHER,42000
374,375,Llama-3.1-8B,Estimate-First,24,7,Low,HIGHER,42000
375,376,Llama-3.1-8B,Estimate-First,24,8,Low,HIGHER,55000
376,377,Llama-3.1-8B,Estimate-First,24,1,High,LOWER,55000
377,378,Llama-3.1-8B,Estimate-First,24,2,High,LOWER,60000
378,379,Llama-3.1-8B,Estimate-First,24,3,High,LOWER,60000
379,380,Llama-3.1-8B,Estimate-First,24,4,High,LOWER,60000
380,381,Llama-3.1-8B,Estimate-First,24,5,High,LOWER,60000
