Trial_Id,Model,Experiment,Question_Num,Repeat_Num,Anchor_Type,Comparison,Estimate
444,DeepSeek-V3.1,Baseline,3,4,High,HIGHER,280
445,DeepSeek-V3.1,Baseline,3,5,High,HIGHER,150
446,DeepSeek-V3.1,Baseline,3,6,High,LOWER,180
447,DeepSeek-V3.1,Baseline,3,7,High,[CANNOT DETERMINE WITHOUT DATA],
448,DeepSeek-V3.1,Baseline,3,8,High,HIGHER,284
449,DeepSeek-V3.1,Baseline,4,1,Low,HIGHER,10500
450,DeepSeek-V3.1,Baseline,4,2,Low,HIGHER,10500
451,DeepSeek-V3.1,Baseline,4,3,Low,HIGHER,10500
452,DeepSeek-V3.1,Baseline,4,4,Low,HIGHER,10500
453,DeepSeek-V3.1,Baseline,4,5,Low,HIGHER,11000
454,DeepSeek-V3.1,Baseline,4,6,Low,HIGHER,10500
455,DeepSeek-V3.1,Baseline,4,7,Low,HIGHER,10500
456,DeepSeek-V3.1,Baseline,4,8,Low,HIGHER,11000
457,DeepSeek-V3.1,Baseline,4,1,High,LOWER,11000
458,DeepSeek-V3.1,Baseline,4,2,High,LOWER,11560
459,DeepSeek-V3.1,Baseline,4,3,High,LOWER,10000
460,DeepSeek-V3.1,Baseline,4,4,High,LOWER,10000
461,DeepSeek-V3.1,Baseline,4,5,High,LOWER,10000
462,DeepSeek-V3.1,Baseline,4,6,High,LOWER,11000
463,DeepSeek-V3.1,Baseline,4,7,High,LOWER,10000
464,DeepSeek-V3.1,Baseline,4,8,High,LOWER,10660
465,DeepSeek-V3.1,Baseline,5,1,Low,HIGHER,125
466,DeepSeek-V3.1,Baseline,5,2,Low,HIGHER,125
467,DeepSeek-V3.1,Baseline,5,3,Low,HIGHER,130
468,DeepSeek-V3.1,Baseline,5,4,Low,HIGHER,110
469,DeepSeek-V3.1,Baseline,5,5,Low,HIGHER,110
470,DeepSeek-V3.1,Baseline,5,6,Low,HIGHER,112
471,DeepSeek-V3.1,Baseline,5,7,Low,HIGHER,85
472,DeepSeek-V3.1,Baseline,5,8,Low,HIGHER,125
473,DeepSeek-V3.1,Baseline,5,1,High,HIGHER,155
474,DeepSeek-V3.1,Baseline,5,2,High,HIGHER,150
475,DeepSeek-V3.1,Baseline,5,3,High,HIGHER,150
476,DeepSeek-V3.1,Baseline,5,4,High,HIGHER,135
477,DeepSeek-V3.1,Baseline,5,5,High,HIGHER,150
478,DeepSeek-V3.1,Baseline,5,6,High,HIGHER,175
479,DeepSeek-V3.1,Baseline,5,7,High,HIGHER,150
480,DeepSeek-V3.1,Baseline,5,8,High,LOWER,95
481,DeepSeek-V3.1,Baseline,6,1,Low,HIGHER,60000
482,DeepSeek-V3.1,Baseline,6,2,Low,HIGHER,55000
483,DeepSeek-V3.1,Baseline,6,3,Low,HIGHER,60000
484,DeepSeek-V3.1,Baseline,6,4,Low,HIGHER,60000
485,DeepSeek-V3.1,Baseline,6,5,Low,HIGHER,55000
486,DeepSeek-V3.1,Baseline,6,6,Low,HIGHER,66000
487,DeepSeek-V3.1,Baseline,6,7,Low,HIGHER,55000
488,DeepSeek-V3.1,Baseline,6,8,Low,HIGHER,66000
489,DeepSeek-V3.1,Baseline,6,1,High,LOWER,63500
490,DeepSeek-V3.1,Baseline,6,2,High,LOWER,61000
491,DeepSeek-V3.1,Baseline,6,3,High,LOWER,61000
492,DeepSeek-V3.1,Baseline,6,4,High,LOWER,66000
493,DeepSeek-V3.1,Baseline,6,5,High,LOWER,66000
494,DeepSeek-V3.1,Baseline,6,6,High,LOWER,66000
495,DeepSeek-V3.1,Baseline,6,7,High,LOWER,67000
496,DeepSeek-V3.1,Baseline,6,8,High,LOWER,61000
497,DeepSeek-V3.1,Baseline,7,1,Low,HIGHER,31
498,DeepSeek-V3.1,Baseline,7,2,Low,HIGHER,28
499,DeepSeek-V3.1,Baseline,7,3,Low,HIGHER,28
500,DeepSeek-V3.1,Baseline,7,4,Low,HIGHER,28
501,DeepSeek-V3.1,Baseline,7,5,Low,HIGHER,30000
502,DeepSeek-V3.1,Baseline,7,6,Low,HIGHER,35
503,DeepSeek-V3.1,Baseline,7,7,Low,HIGHER,32
504,DeepSeek-V3.1,Baseline,7,8,Low,HIGHER,276
505,DeepSeek-V3.1,Baseline,7,1,High,HIGHER,87
506,DeepSeek-V3.1,Baseline,7,2,High,HIGHER,35
507,DeepSeek-V3.1,Baseline,7,3,High,HIGHER,900
508,DeepSeek-V3.1,Baseline,7,4,High,HIGHER,96
509,DeepSeek-V3.1,Baseline,7,5,High,,80
510,DeepSeek-V3.1,Baseline,7,6,High,HIGHER,30
511,DeepSeek-V3.1,Baseline,7,7,High,HIGHER,35
512,DeepSeek-V3.1,Baseline,7,8,High,HIGHER,26
513,DeepSeek-V3.1,Baseline,8,1,Low,LOWER,75000
514,DeepSeek-V3.1,Baseline,8,2,Low,HIGHER,150000
515,DeepSeek-V3.1,Baseline,8,3,Low,LOWER,85000
516,DeepSeek-V3.1,Baseline,8,4,Low,LOWER,90000
517,DeepSeek-V3.1,Baseline,8,5,Low,LOWER,90000
518,DeepSeek-V3.1,Baseline,8,6,Low,HIGHER,900000
519,DeepSeek-V3.1,Baseline,8,7,Low,LOWER,80000
520,DeepSeek-V3.1,Baseline,8,8,Low,LOWER,85000
521,DeepSeek-V3.1,Baseline,8,1,High,LOWER,225000
522,DeepSeek-V3.1,Baseline,8,2,High,LOWER,150000
523,DeepSeek-V3.1,Baseline,8,3,High,LOWER,250000
524,DeepSeek-V3.1,Baseline,8,4,High,HIGHER,450000
525,DeepSeek-V3.1,Baseline,8,5,High,,465000400000
526,DeepSeek-V3.1,Baseline,8,6,High,LOWER,150000
527,DeepSeek-V3.1,Baseline,8,7,High,LOWER,290000
528,DeepSeek-V3.1,Baseline,8,8,High,LOWER,250000
529,DeepSeek-V3.1,Baseline,9,1,Low,HIGHER,150
530,DeepSeek-V3.1,Baseline,9,2,Low,HIGHER,150
531,DeepSeek-V3.1,Baseline,9,3,Low,LOWER,60
532,DeepSeek-V3.1,Baseline,9,4,Low,HIGHER,125
533,DeepSeek-V3.1,Baseline,9,5,Low,HIGHER,175
534,DeepSeek-V3.1,Baseline,9,6,Low,HIGHER,175
535,DeepSeek-V3.1,Baseline,9,7,Low,HIGHER,150
536,DeepSeek-V3.1,Baseline,9,8,Low,LOWER,60
537,DeepSeek-V3.1,Baseline,9,1,High,HIGHER,600
538,DeepSeek-V3.1,Baseline,9,2,High,HIGHER,450
539,DeepSeek-V3.1,Baseline,9,3,High,HIGHER,550
540,DeepSeek-V3.1,Baseline,9,4,High,HIGHER,550
541,DeepSeek-V3.1,Baseline,9,5,High,HIGHER,575
542,DeepSeek-V3.1,Baseline,9,6,High,HIGHER,500
543,DeepSeek-V3.1,Baseline,9,7,High,HIGHER,550
544,DeepSeek-V3.1,Baseline,9,8,High,HIGHER,550
545,DeepSeek-V3.1,Baseline,10,1,Low,HIGHER,89000
546,DeepSeek-V3.1,Baseline,10,2,Low,HIGHER,550000
547,DeepSeek-V3.1,Baseline,10,3,Low,HIGHER,500000
548,DeepSeek-V3.1,Baseline,10,4,Low,HIGHER,150000
549,DeepSeek-V3.1,Baseline,10,5,Low,,1020
550,DeepSeek-V3.1,Baseline,10,6,Low,HIGHER,500000
551,DeepSeek-V3.1,Baseline,10,7,Low,HIGHER,300000
552,DeepSeek-V3.1,Baseline,10,8,Low,HIGHER,300000
553,DeepSeek-V3.1,Baseline,10,1,High,HIGHER,250000
554,DeepSeek-V3.1,Baseline,10,2,High,HIGHER,500000
555,DeepSeek-V3.1,Baseline,10,3,High,HIGHER,300000
556,DeepSeek-V3.1,Baseline,10,4,High,LOWER,50000
557,DeepSeek-V3.1,Baseline,10,5,High,HIGHER,250000
558,DeepSeek-V3.1,Baseline,10,6,High,HIGHER,250000
559,DeepSeek-V3.1,Baseline,10,7,High,HIGHER,400000
560,DeepSeek-V3.1,Baseline,10,8,High,HIGHER,300000
561,DeepSeek-V3.1,Baseline,11,1,Low,HIGHER,26
562,DeepSeek-V3.1,Baseline,11,2,Low,HIGHER,40
563,DeepSeek-V3.1,Baseline,11,3,Low,HIGHER,46
564,DeepSeek-V3.1,Baseline,11,4,Low,HIGHER,50
565,DeepSeek-V3.1,Baseline,11,5,Low,HIGHER,50
566,DeepSeek-V3.1,Baseline,11,6,Low,HIGHER,47
567,DeepSeek-V3.1,Baseline,11,7,Low,HIGHER,50
568,DeepSeek-V3.1,Baseline,11,8,Low,LOWER,12
569,DeepSeek-V3.1,Baseline,11,1,High,HIGHER,75
570,DeepSeek-V3.1,Baseline,11,2,High,HIGHER,84
571,DeepSeek-V3.1,Baseline,11,3,High,LOWER,48
572,DeepSeek-V3.1,Baseline,11,4,High,HIGHER,80
573,DeepSeek-V3.1,Baseline,11,5,High,LOWER,45
574,DeepSeek-V3.1,Baseline,11,6,High,HIGHER,83
575,DeepSeek-V3.1,Baseline,11,7,High,HIGHER,87
576,DeepSeek-V3.1,Baseline,11,8,High,HIGHER,83
577,DeepSeek-V3.1,Baseline,12,1,Low,HIGHER,350
578,DeepSeek-V3.1,Baseline,12,2,Low,HIGHER,350
579,DeepSeek-V3.1,Baseline,12,3,Low,HIGHER,380
580,DeepSeek-V3.1,Baseline,12,4,Low,HIGHER,250
581,DeepSeek-V3.1,Baseline,12,5,Low,,800
582,DeepSeek-V3.1,Baseline,12,6,Low,HIGHER,350
583,DeepSeek-V3.1,Baseline,12,7,Low,LOWER,485
584,DeepSeek-V3.1,Baseline,12,8,Low,HIGHER,300
585,DeepSeek-V3.1,Baseline,12,1,High,LOWER,290
586,DeepSeek-V3.1,Baseline,12,2,High,LOWER,280
587,DeepSeek-V3.1,Baseline,12,3,High,LOWER,280
588,DeepSeek-V3.1,Baseline,12,4,High,HIGHER,450
589,DeepSeek-V3.1,Baseline,12,5,High,LOWER,280
590,DeepSeek-V3.1,Baseline,12,6,High,LOWER,275
591,DeepSeek-V3.1,Baseline,12,7,High,LOWER,280
592,DeepSeek-V3.1,Baseline,12,8,High,LOWER,290
593,DeepSeek-V3.1,Baseline,13,1,Low,HIGHER,20000000
594,DeepSeek-V3.1,Baseline,13,2,Low,HIGHER,30000000
595,DeepSeek-V3.1,Baseline,13,3,Low,HIGHER,20000000
596,DeepSeek-V3.1,Baseline,13,4,Low,HIGHER,50000000
597,DeepSeek-V3.1,Baseline,13,5,Low,HIGHER,48000000
598,DeepSeek-V3.1,Baseline,13,6,Low,HIGHER,100000000
599,DeepSeek-V3.1,Baseline,13,7,Low,HIGHER,35000000
600,DeepSeek-V3.1,Baseline,13,8,Low,HIGHER,20000000
601,DeepSeek-V3.1,Baseline,13,1,High,HIGHER,51000000
602,DeepSeek-V3.1,Baseline,13,2,High,HIGHER,80000000
603,DeepSeek-V3.1,Baseline,13,3,High,HIGHER,60000000
604,DeepSeek-V3.1,Baseline,13,4,High,HIGHER,65000000
605,DeepSeek-V3.1,Baseline,13,5,High,HIGHER,80000000
606,DeepSeek-V3.1,Baseline,13,6,High,HIGHER,70000000
607,DeepSeek-V3.1,Baseline,13,7,High,,
608,DeepSeek-V3.1,Baseline,13,8,High,HIGHER,56500000
609,DeepSeek-V3.1,Baseline,14,1,Low,HIGHER,2200
610,DeepSeek-V3.1,Baseline,14,2,Low,HIGHER,2000
611,DeepSeek-V3.1,Baseline,14,3,Low,LOWER,1250
612,DeepSeek-V3.1,Baseline,14,4,Low,HIGHER,1600
613,DeepSeek-V3.1,Baseline,14,5,Low,HIGHER,1541
614,DeepSeek-V3.1,Baseline,14,6,Low,HIGHER,1738
615,DeepSeek-V3.1,Baseline,14,7,Low,[UNABLE TO DETERMINE],
616,DeepSeek-V3.1,Baseline,14,8,Low,HIGHER,2150
617,DeepSeek-V3.1,Baseline,14,1,High,HIGHER,8000
618,DeepSeek-V3.1,Baseline,14,2,High,LOWER,3800
619,DeepSeek-V3.1,Baseline,14,3,High,N/A,
620,DeepSeek-V3.1,Baseline,14,4,High,HIGHER,6900
621,DeepSeek-V3.1,Baseline,14,5,High,HIGHER,7000
622,DeepSeek-V3.1,Baseline,14,6,High,LOWER,4300
623,DeepSeek-V3.1,Baseline,14,7,High,HIGHER,4800
624,DeepSeek-V3.1,Baseline,14,8,High,HIGHER,6600
625,DeepSeek-V3.1,Baseline,15,1,Low,HIGHER,850
626,DeepSeek-V3.1,Baseline,15,2,Low,,4004004002000300040040035400
627,DeepSeek-V3.1,Baseline,15,3,Low,HIGHER,750
628,DeepSeek-V3.1,Baseline,15,4,Low,HIGHER,850
629,DeepSeek-V3.1,Baseline,15,5,Low,LOWER,0
630,DeepSeek-V3.1,Baseline,15,6,Low,HIGHER,1515
631,DeepSeek-V3.1,Baseline,15,7,Low,,
632,DeepSeek-V3.1,Baseline,15,8,Low,HIGHER,700
633,DeepSeek-V3.1,Baseline,15,1,High,LOWER,1400
634,DeepSeek-V3.1,Baseline,15,2,High,LOWER,1400
635,DeepSeek-V3.1,Baseline,15,3,High,LOWER,1200
636,DeepSeek-V3.1,Baseline,15,4,High,,1600
637,DeepSeek-V3.1,Baseline,15,5,High,HIGHER,2000
638,DeepSeek-V3.1,Baseline,15,6,High,HIGHER,1880
639,DeepSeek-V3.1,Baseline,15,7,High,LOWER,1100
640,DeepSeek-V3.1,Baseline,15,8,High,,
641,DeepSeek-V3.1,Baseline,16,1,Low,HIGHER,128
642,DeepSeek-V3.1,Baseline,16,2,Low,HIGHER,175
643,DeepSeek-V3.1,Baseline,16,3,Low,HIGHER,350
644,DeepSeek-V3.1,Baseline,16,4,Low,LOWER,55
645,DeepSeek-V3.1,Baseline,16,5,Low,HIGHER,275
646,DeepSeek-V3.1,Baseline,16,6,Low,HIGHER,300
647,DeepSeek-V3.1,Baseline,16,7,Low,HIGHER,150
648,DeepSeek-V3.1,Baseline,16,8,Low,HIGHER,150
649,DeepSeek-V3.1,Baseline,16,1,High,HIGHER,320
650,DeepSeek-V3.1,Baseline,16,2,High,HIGHER,300
651,DeepSeek-V3.1,Baseline,16,3,High,HIGHER,300
652,DeepSeek-V3.1,Baseline,16,4,High,HIGHER,325
653,DeepSeek-V3.1,Baseline,16,5,High,HIGHER,300
654,DeepSeek-V3.1,Baseline,16,6,High,HIGHER,350
655,DeepSeek-V3.1,Baseline,16,7,High,HIGHER,325
656,DeepSeek-V3.1,Baseline,16,8,High,HIGHER,300
657,DeepSeek-V3.1,Baseline,17,1,Low,HIGHER,250000
658,DeepSeek-V3.1,Baseline,17,2,Low,LOWER,50000
659,DeepSeek-V3.1,Baseline,17,3,Low,HIGHER,250000
660,DeepSeek-V3.1,Baseline,17,4,Low,HIGHER,200000
661,DeepSeek-V3.1,Baseline,17,5,Low,HIGHER,200000
662,DeepSeek-V3.1,Baseline,17,6,Low,HIGHER,250000
663,DeepSeek-V3.1,Baseline,17,7,Low,HIGHER,500000
664,DeepSeek-V3.1,Baseline,17,8,Low,HIGHER,250000
665,DeepSeek-V3.1,Baseline,17,1,High,HIGHER,600000
666,DeepSeek-V3.1,Baseline,17,2,High,HIGHER,500000
667,DeepSeek-V3.1,Baseline,17,3,High,LOWER,100000
668,DeepSeek-V3.1,Baseline,17,4,High,HIGHER,500000
669,DeepSeek-V3.1,Baseline,17,5,High,HIGHER,650000
670,DeepSeek-V3.1,Baseline,17,6,High,HIGHER,750000
671,DeepSeek-V3.1,Baseline,17,7,High,HIGHER,500000
672,DeepSeek-V3.1,Baseline,17,8,High,LOWER,150000
673,DeepSeek-V3.1,Baseline,18,1,Low,HIGHER,75
674,DeepSeek-V3.1,Baseline,18,2,Low,HIGHER,65
675,DeepSeek-V3.1,Baseline,18,3,Low,HIGHER,75
676,DeepSeek-V3.1,Baseline,18,4,Low,,25
677,DeepSeek-V3.1,Baseline,18,5,Low,HIGHER,75
678,DeepSeek-V3.1,Baseline,18,6,Low,HIGHER,65
679,DeepSeek-V3.1,Baseline,18,7,Low,HIGHER,75
680,DeepSeek-V3.1,Baseline,18,8,Low,HIGHER,125
681,DeepSeek-V3.1,Baseline,18,1,High,HIGHER,150
682,DeepSeek-V3.1,Baseline,18,2,High,HIGHER,150
683,DeepSeek-V3.1,Baseline,18,3,High,HIGHER,140
684,DeepSeek-V3.1,Baseline,18,4,High,,0
685,DeepSeek-V3.1,Baseline,18,5,High,HIGHER,150
686,DeepSeek-V3.1,Baseline,18,6,High,HIGHER,200
687,DeepSeek-V3.1,Baseline,18,7,High,HIGHER,150
688,DeepSeek-V3.1,Baseline,18,8,High,HIGHER,150
689,DeepSeek-V3.1,Baseline,19,1,Low,LOWER,45000
690,DeepSeek-V3.1,Baseline,19,2,Low,LOWER,50000
691,DeepSeek-V3.1,Baseline,19,3,Low,LOWER,55000
692,DeepSeek-V3.1,Baseline,19,4,Low,HIGHER,120000
693,DeepSeek-V3.1,Baseline,19,5,Low,LOWER,50000
694,DeepSeek-V3.1,Baseline,19,6,Low,HIGHER,97000
695,DeepSeek-V3.1,Baseline,19,7,Low,LOWER,65000
696,DeepSeek-V3.1,Baseline,19,8,Low,LOWER,50000
697,DeepSeek-V3.1,Baseline,19,1,High,LOWER,150000
698,DeepSeek-V3.1,Baseline,19,2,High,LOWER,175000
699,DeepSeek-V3.1,Baseline,19,3,High,LOWER,230000
700,DeepSeek-V3.1,Baseline,19,4,High,LOWER,150000
701,DeepSeek-V3.1,Baseline,19,5,High,LOWER,180000
702,DeepSeek-V3.1,Baseline,19,6,High,LOWER,185000
703,DeepSeek-V3.1,Baseline,19,7,High,,300000
704,DeepSeek-V3.1,Baseline,19,8,High,LOWER,180000
705,DeepSeek-V3.1,Baseline,20,1,Low,HIGHER,1200
706,DeepSeek-V3.1,Baseline,20,2,Low,HIGHER,1200
707,DeepSeek-V3.1,Baseline,20,3,Low,HIGHER,1200
708,DeepSeek-V3.1,Baseline,20,4,Low,HIGHER,1000
709,DeepSeek-V3.1,Baseline,20,5,Low,HIGHER,1200
710,DeepSeek-V3.1,Baseline,20,6,Low,HIGHER,1000
711,DeepSeek-V3.1,Baseline,20,7,Low,HIGHER,1200
712,DeepSeek-V3.1,Baseline,20,8,Low,HIGHER,1200
713,DeepSeek-V3.1,Baseline,20,1,High,HIGHER,1300
714,DeepSeek-V3.1,Baseline,20,2,High,HIGHER,1450
715,DeepSeek-V3.1,Baseline,20,3,High,HIGHER,1400
716,DeepSeek-V3.1,Baseline,20,4,High,HIGHER,1300
717,DeepSeek-V3.1,Baseline,20,5,High,HIGHER,1200
718,DeepSeek-V3.1,Baseline,20,6,High,HIGHER,1400
719,DeepSeek-V3.1,Baseline,20,7,High,HIGHER,1250
720,DeepSeek-V3.1,Baseline,20,8,High,HIGHER,1250
721,DeepSeek-V3.1,Baseline,21,1,Low,HIGHER,1699
722,DeepSeek-V3.1,Baseline,21,2,Low,HIGHER,1794
723,DeepSeek-V3.1,Baseline,21,3,Low,HIGHER,1800
724,DeepSeek-V3.1,Baseline,21,4,Low,HIGHER,1900
725,DeepSeek-V3.1,Baseline,21,5,Low,HIGHER,1800
726,DeepSeek-V3.1,Baseline,21,6,Low,HIGHER,2000
727,DeepSeek-V3.1,Baseline,21,7,Low,HIGHER,2000
728,DeepSeek-V3.1,Baseline,21,8,Low,HIGHER,1800
729,DeepSeek-V3.1,Baseline,21,1,High,,1754
730,DeepSeek-V3.1,Baseline,21,2,High,LOWER,200
731,DeepSeek-V3.1,Baseline,21,3,High,HIGHER,1800
732,DeepSeek-V3.1,Baseline,21,4,High,HIGHER,1800
733,DeepSeek-V3.1,Baseline,21,5,High,HIGHER,1800
734,DeepSeek-V3.1,Baseline,21,6,High,HIGHER,1800
735,DeepSeek-V3.1,Baseline,21,7,High,HIGHER,1600
736,DeepSeek-V3.1,Baseline,21,8,High,HIGHER,1900
737,DeepSeek-V3.1,Baseline,22,1,Low,HIGHER,3500
738,DeepSeek-V3.1,Baseline,22,2,Low,HIGHER,3500
739,DeepSeek-V3.1,Baseline,22,3,Low,HIGHER,4000
740,DeepSeek-V3.1,Baseline,22,4,Low,HIGHER,3500
741,DeepSeek-V3.1,Baseline,22,5,Low,HIGHER,3800
742,DeepSeek-V3.1,Baseline,22,6,Low,HIGHER,3500
743,DeepSeek-V3.1,Baseline,22,7,Low,HIGHER,3500
744,DeepSeek-V3.1,Baseline,22,8,Low,HIGHER,3500
745,DeepSeek-V3.1,Baseline,22,1,High,HIGHER,6500
746,DeepSeek-V3.1,Baseline,22,2,High,HIGHER,5500
747,DeepSeek-V3.1,Baseline,22,3,High,,
748,DeepSeek-V3.1,Baseline,22,4,High,LOWER,4312
749,DeepSeek-V3.1,Baseline,22,5,High,LOWER,4000
750,DeepSeek-V3.1,Baseline,22,6,High,HIGHER,5700
751,DeepSeek-V3.1,Baseline,22,7,High,LOWER,3500
752,DeepSeek-V3.1,Baseline,22,8,High,HIGHER,6500
753,DeepSeek-V3.1,Baseline,23,1,Low,HIGHER,450
754,DeepSeek-V3.1,Baseline,23,2,Low,HIGHER,450
755,DeepSeek-V3.1,Baseline,23,3,Low,HIGHER,450
756,DeepSeek-V3.1,Baseline,23,4,Low,HIGHER,450
757,DeepSeek-V3.1,Baseline,23,5,Low,HIGHER,450
758,DeepSeek-V3.1,Baseline,23,6,Low,HIGHER,450
759,DeepSeek-V3.1,Baseline,23,7,Low,HIGHER,400
760,DeepSeek-V3.1,Baseline,23,8,Low,HIGHER,450
761,DeepSeek-V3.1,Baseline,23,1,High,,600
762,DeepSeek-V3.1,Baseline,23,2,High,,385
763,DeepSeek-V3.1,Baseline,23,3,High,HIGHER,725
764,DeepSeek-V3.1,Baseline,23,4,High,HIGHER,675
765,DeepSeek-V3.1,Baseline,23,5,High,HIGHER,800
766,DeepSeek-V3.1,Baseline,23,6,High,HIGHER,400
767,DeepSeek-V3.1,Baseline,23,7,High,HIGHER,500
768,DeepSeek-V3.1,Baseline,23,8,High,HIGHER,650
769,DeepSeek-V3.1,Baseline,24,1,Low,HIGHER,46000
770,DeepSeek-V3.1,Baseline,24,2,Low,HIGHER,45000
771,DeepSeek-V3.1,Baseline,24,3,Low,HIGHER,45000
772,DeepSeek-V3.1,Baseline,24,4,Low,HIGHER,44000
773,DeepSeek-V3.1,Baseline,24,5,Low,HIGHER,45000
774,DeepSeek-V3.1,Baseline,24,6,Low,HIGHER,35000
775,DeepSeek-V3.1,Baseline,24,7,Low,HIGHER,45000
776,DeepSeek-V3.1,Baseline,24,8,Low,HIGHER,46000
777,DeepSeek-V3.1,Baseline,24,1,High,LOWER,45000
778,DeepSeek-V3.1,Baseline,24,2,High,LOWER,45000
779,DeepSeek-V3.1,Baseline,24,3,High,LOWER,45000
780,DeepSeek-V3.1,Baseline,24,4,High,LOWER,50000
781,DeepSeek-V3.1,Baseline,24,5,High,LOWER,45000
782,DeepSeek-V3.1,Baseline,24,6,High,LOWER,50000
783,DeepSeek-V3.1,Baseline,24,7,High,LOWER,45000
784,DeepSeek-V3.1,Baseline,24,8,High,LOWER,45000
785,DeepSeek-V3.1,Baseline,25,1,Low,HIGHER,650
786,DeepSeek-V3.1,Baseline,25,2,Low,LOWER,250
787,DeepSeek-V3.1,Baseline,25,3,Low,HIGHER,650
788,DeepSeek-V3.1,Baseline,25,4,Low,HIGHER,900
789,DeepSeek-V3.1,Baseline,25,5,Low,HIGHER,480
790,DeepSeek-V3.1,Baseline,25,6,Low,HIGHER,0
791,DeepSeek-V3.1,Baseline,25,7,Low,LOWER,300
792,DeepSeek-V3.1,Baseline,25,8,Low,HIGHER,1250
793,DeepSeek-V3.1,Baseline,25,1,High,HIGHER,2100
794,DeepSeek-V3.1,Baseline,25,2,High,HIGHER,1850
795,DeepSeek-V3.1,Baseline,25,3,High,LOWER,1600
796,DeepSeek-V3.1,Baseline,25,4,High,LOWER,1145
797,DeepSeek-V3.1,Baseline,25,5,High,HIGHER,1850
798,DeepSeek-V3.1,Baseline,25,6,High,HIGHER,1725
799,DeepSeek-V3.1,Baseline,25,7,High,LOWER,1600
800,DeepSeek-V3.1,Baseline,25,8,High,LOWER,1100
