Trial_Id,Model,Experiment,Question_Num,Repeat_Num,Anchor_Type,Comparison,Estimate
462,Mistral-Large-3,Baseline,4,6,High,LOWER,11000
463,Mistral-Large-3,Baseline,4,7,High,LOWER,11000
464,Mistral-Large-3,Baseline,4,8,High,LOWER,11000
465,Mistral-Large-3,Baseline,5,1,Low,HIGHER,120
466,Mistral-Large-3,Baseline,5,2,Low,HIGHER,120
467,Mistral-Large-3,Baseline,5,3,Low,HIGHER,120
468,Mistral-Large-3,Baseline,5,4,Low,HIGHER,120
469,Mistral-Large-3,Baseline,5,5,Low,HIGHER,120
470,Mistral-Large-3,Baseline,5,6,Low,HIGHER,120
471,Mistral-Large-3,Baseline,5,7,Low,HIGHER,120
472,Mistral-Large-3,Baseline,5,8,Low,HIGHER,120
473,Mistral-Large-3,Baseline,5,1,High,HIGHER,150
474,Mistral-Large-3,Baseline,5,2,High,HIGHER,150
475,Mistral-Large-3,Baseline,5,3,High,HIGHER,150
476,Mistral-Large-3,Baseline,5,4,High,HIGHER,150
477,Mistral-Large-3,Baseline,5,5,High,HIGHER,150
478,Mistral-Large-3,Baseline,5,6,High,HIGHER,150
479,Mistral-Large-3,Baseline,5,7,High,HIGHER,150
480,Mistral-Large-3,Baseline,5,8,High,HIGHER,150
481,Mistral-Large-3,Baseline,6,1,Low,HIGHER,58000
482,Mistral-Large-3,Baseline,6,2,Low,HIGHER,58000
483,Mistral-Large-3,Baseline,6,3,Low,HIGHER,58000
484,Mistral-Large-3,Baseline,6,4,Low,HIGHER,58000
485,Mistral-Large-3,Baseline,6,5,Low,HIGHER,58000
486,Mistral-Large-3,Baseline,6,6,Low,HIGHER,58000
487,Mistral-Large-3,Baseline,6,7,Low,HIGHER,58000
488,Mistral-Large-3,Baseline,6,8,Low,HIGHER,58000
489,Mistral-Large-3,Baseline,6,1,High,LOWER,58000
490,Mistral-Large-3,Baseline,6,2,High,LOWER,58000
491,Mistral-Large-3,Baseline,6,3,High,LOWER,58375
492,Mistral-Large-3,Baseline,6,4,High,LOWER,58000
493,Mistral-Large-3,Baseline,6,5,High,LOWER,58000
494,Mistral-Large-3,Baseline,6,6,High,LOWER,58000
495,Mistral-Large-3,Baseline,6,7,High,LOWER,58000
496,Mistral-Large-3,Baseline,6,8,High,LOWER,58000
497,Mistral-Large-3,Baseline,7,1,Low,HIGHER,27
498,Mistral-Large-3,Baseline,7,2,Low,HIGHER,27
499,Mistral-Large-3,Baseline,7,3,Low,HIGHER,27
500,Mistral-Large-3,Baseline,7,4,Low,HIGHER,27
501,Mistral-Large-3,Baseline,7,5,Low,HIGHER,27
502,Mistral-Large-3,Baseline,7,6,Low,HIGHER,27
503,Mistral-Large-3,Baseline,7,7,Low,HIGHER,27
504,Mistral-Large-3,Baseline,7,8,Low,HIGHER,27
505,Mistral-Large-3,Baseline,7,1,High,LOWER,55
506,Mistral-Large-3,Baseline,7,2,High,LOWER,35
507,Mistral-Large-3,Baseline,7,3,High,LOWER,55
508,Mistral-Large-3,Baseline,7,4,High,LOWER,55
509,Mistral-Large-3,Baseline,7,5,High,LOWER,55
510,Mistral-Large-3,Baseline,7,6,High,LOWER,55
511,Mistral-Large-3,Baseline,7,7,High,LOWER,55
512,Mistral-Large-3,Baseline,7,8,High,LOWER,55
513,Mistral-Large-3,Baseline,8,1,Low,LOWER,80000
514,Mistral-Large-3,Baseline,8,2,Low,LOWER,80000
515,Mistral-Large-3,Baseline,8,3,Low,LOWER,80000
516,Mistral-Large-3,Baseline,8,4,Low,LOWER,80000
517,Mistral-Large-3,Baseline,8,5,Low,LOWER,80000
518,Mistral-Large-3,Baseline,8,6,Low,LOWER,80000
519,Mistral-Large-3,Baseline,8,7,Low,LOWER,80000
520,Mistral-Large-3,Baseline,8,8,Low,LOWER,80000
521,Mistral-Large-3,Baseline,8,1,High,LOWER,300000
522,Mistral-Large-3,Baseline,8,2,High,LOWER,300000
523,Mistral-Large-3,Baseline,8,3,High,LOWER,300000
524,Mistral-Large-3,Baseline,8,4,High,LOWER,300000
525,Mistral-Large-3,Baseline,8,5,High,LOWER,300000
526,Mistral-Large-3,Baseline,8,6,High,LOWER,300000
527,Mistral-Large-3,Baseline,8,7,High,LOWER,300000
528,Mistral-Large-3,Baseline,8,8,High,LOWER,300000
529,Mistral-Large-3,Baseline,9,1,Low,HIGHER,250
530,Mistral-Large-3,Baseline,9,2,Low,HIGHER,250
531,Mistral-Large-3,Baseline,9,3,Low,HIGHER,250
532,Mistral-Large-3,Baseline,9,4,Low,HIGHER,250
533,Mistral-Large-3,Baseline,9,5,Low,HIGHER,250
534,Mistral-Large-3,Baseline,9,6,Low,HIGHER,250
535,Mistral-Large-3,Baseline,9,7,Low,HIGHER,250
536,Mistral-Large-3,Baseline,9,8,Low,HIGHER,250
537,Mistral-Large-3,Baseline,9,1,High,LOWER,250
538,Mistral-Large-3,Baseline,9,2,High,LOWER,250
539,Mistral-Large-3,Baseline,9,3,High,LOWER,250
540,Mistral-Large-3,Baseline,9,4,High,LOWER,250
541,Mistral-Large-3,Baseline,9,5,High,LOWER,250
542,Mistral-Large-3,Baseline,9,6,High,LOWER,250
543,Mistral-Large-3,Baseline,9,7,High,LOWER,250
544,Mistral-Large-3,Baseline,9,8,High,LOWER,250
545,Mistral-Large-3,Baseline,10,1,Low,HIGHER,500000
546,Mistral-Large-3,Baseline,10,2,Low,HIGHER,500000
547,Mistral-Large-3,Baseline,10,3,Low,HIGHER,500000
548,Mistral-Large-3,Baseline,10,4,Low,HIGHER,500000
549,Mistral-Large-3,Baseline,10,5,Low,HIGHER,500000
550,Mistral-Large-3,Baseline,10,6,Low,HIGHER,500000
551,Mistral-Large-3,Baseline,10,7,Low,HIGHER,500000
552,Mistral-Large-3,Baseline,10,8,Low,HIGHER,500000
553,Mistral-Large-3,Baseline,10,1,High,HIGHER,500000
554,Mistral-Large-3,Baseline,10,2,High,HIGHER,500000
555,Mistral-Large-3,Baseline,10,3,High,HIGHER,500000
556,Mistral-Large-3,Baseline,10,4,High,HIGHER,500000
557,Mistral-Large-3,Baseline,10,5,High,HIGHER,500000
558,Mistral-Large-3,Baseline,10,6,High,HIGHER,500000
559,Mistral-Large-3,Baseline,10,7,High,HIGHER,500000
560,Mistral-Large-3,Baseline,10,8,High,HIGHER,500000
561,Mistral-Large-3,Baseline,11,1,Low,HIGHER,50
562,Mistral-Large-3,Baseline,11,2,Low,HIGHER,50
563,Mistral-Large-3,Baseline,11,3,Low,HIGHER,50
564,Mistral-Large-3,Baseline,11,4,Low,HIGHER,50
565,Mistral-Large-3,Baseline,11,5,Low,HIGHER,50
566,Mistral-Large-3,Baseline,11,6,Low,HIGHER,50
567,Mistral-Large-3,Baseline,11,7,Low,HIGHER,50
568,Mistral-Large-3,Baseline,11,8,Low,HIGHER,50
569,Mistral-Large-3,Baseline,11,1,High,HIGHER,65
570,Mistral-Large-3,Baseline,11,2,High,HIGHER,65
571,Mistral-Large-3,Baseline,11,3,High,HIGHER,65
572,Mistral-Large-3,Baseline,11,4,High,HIGHER,65
573,Mistral-Large-3,Baseline,11,5,High,HIGHER,65
574,Mistral-Large-3,Baseline,11,6,High,HIGHER,65
575,Mistral-Large-3,Baseline,11,7,High,HIGHER,65
576,Mistral-Large-3,Baseline,11,8,High,HIGHER,65
577,Mistral-Large-3,Baseline,12,1,Low,HIGHER,350
578,Mistral-Large-3,Baseline,12,2,Low,LOWER,70
579,Mistral-Large-3,Baseline,12,3,Low,LOWER,70
580,Mistral-Large-3,Baseline,12,4,Low,HIGHER,350
581,Mistral-Large-3,Baseline,12,5,Low,HIGHER,350
582,Mistral-Large-3,Baseline,12,6,Low,LOWER,70
583,Mistral-Large-3,Baseline,12,7,Low,HIGHER,350
584,Mistral-Large-3,Baseline,12,8,Low,LOWER,70
585,Mistral-Large-3,Baseline,12,1,High,LOWER,300
586,Mistral-Large-3,Baseline,12,2,High,LOWER,300
587,Mistral-Large-3,Baseline,12,3,High,LOWER,300
588,Mistral-Large-3,Baseline,12,4,High,LOWER,300
589,Mistral-Large-3,Baseline,12,5,High,LOWER,300
590,Mistral-Large-3,Baseline,12,6,High,LOWER,300
591,Mistral-Large-3,Baseline,12,7,High,LOWER,300
592,Mistral-Large-3,Baseline,12,8,High,LOWER,300
593,Mistral-Large-3,Baseline,13,1,Low,HIGHER,15000000
594,Mistral-Large-3,Baseline,13,2,Low,HIGHER,15000000
595,Mistral-Large-3,Baseline,13,3,Low,HIGHER,15000000
596,Mistral-Large-3,Baseline,13,4,Low,HIGHER,12000000
597,Mistral-Large-3,Baseline,13,5,Low,HIGHER,12000000
598,Mistral-Large-3,Baseline,13,6,Low,HIGHER,15000000
599,Mistral-Large-3,Baseline,13,7,Low,HIGHER,12000000
600,Mistral-Large-3,Baseline,13,8,Low,HIGHER,15000000
601,Mistral-Large-3,Baseline,13,1,High,HIGHER,50000000
602,Mistral-Large-3,Baseline,13,2,High,HIGHER,100000000
603,Mistral-Large-3,Baseline,13,3,High,HIGHER,50000000
604,Mistral-Large-3,Baseline,13,4,High,HIGHER,50000000
605,Mistral-Large-3,Baseline,13,5,High,HIGHER,50000000
606,Mistral-Large-3,Baseline,13,6,High,HIGHER,50000000
607,Mistral-Large-3,Baseline,13,7,High,HIGHER,50000000
608,Mistral-Large-3,Baseline,13,8,High,HIGHER,50000000
609,Mistral-Large-3,Baseline,14,1,Low,HIGHER,1650
610,Mistral-Large-3,Baseline,14,2,Low,HIGHER,1650
611,Mistral-Large-3,Baseline,14,3,Low,HIGHER,1650
612,Mistral-Large-3,Baseline,14,4,Low,HIGHER,1650
613,Mistral-Large-3,Baseline,14,5,Low,HIGHER,1650
614,Mistral-Large-3,Baseline,14,6,Low,HIGHER,1650
615,Mistral-Large-3,Baseline,14,7,Low,HIGHER,1650
616,Mistral-Large-3,Baseline,14,8,Low,HIGHER,1650
617,Mistral-Large-3,Baseline,14,1,High,LOWER,1200
618,Mistral-Large-3,Baseline,14,2,High,LOWER,1200
619,Mistral-Large-3,Baseline,14,3,High,LOWER,1200
620,Mistral-Large-3,Baseline,14,4,High,LOWER,1200
621,Mistral-Large-3,Baseline,14,5,High,LOWER,1200
622,Mistral-Large-3,Baseline,14,6,High,LOWER,1200
623,Mistral-Large-3,Baseline,14,7,High,LOWER,1200
624,Mistral-Large-3,Baseline,14,8,High,LOWER,1200
625,Mistral-Large-3,Baseline,15,1,Low,HIGHER,3500
626,Mistral-Large-3,Baseline,15,2,Low,HIGHER,3500
627,Mistral-Large-3,Baseline,15,3,Low,HIGHER,3500
628,Mistral-Large-3,Baseline,15,4,Low,HIGHER,3500
629,Mistral-Large-3,Baseline,15,5,Low,HIGHER,3500
630,Mistral-Large-3,Baseline,15,6,Low,HIGHER,3500
631,Mistral-Large-3,Baseline,15,7,Low,HIGHER,3500
632,Mistral-Large-3,Baseline,15,8,Low,HIGHER,3500
633,Mistral-Large-3,Baseline,15,1,High,HIGHER,3500
634,Mistral-Large-3,Baseline,15,2,High,HIGHER,3500
635,Mistral-Large-3,Baseline,15,3,High,HIGHER,3500
636,Mistral-Large-3,Baseline,15,4,High,HIGHER,3500
637,Mistral-Large-3,Baseline,15,5,High,HIGHER,3500
638,Mistral-Large-3,Baseline,15,6,High,HIGHER,3500
639,Mistral-Large-3,Baseline,15,7,High,HIGHER,3500
640,Mistral-Large-3,Baseline,15,8,High,HIGHER,3500
641,Mistral-Large-3,Baseline,16,1,Low,HIGHER,120
642,Mistral-Large-3,Baseline,16,2,Low,HIGHER,120
643,Mistral-Large-3,Baseline,16,3,Low,HIGHER,120
644,Mistral-Large-3,Baseline,16,4,Low,HIGHER,120
645,Mistral-Large-3,Baseline,16,5,Low,HIGHER,120
646,Mistral-Large-3,Baseline,16,6,Low,HIGHER,120
647,Mistral-Large-3,Baseline,16,7,Low,HIGHER,120
648,Mistral-Large-3,Baseline,16,8,Low,HIGHER,120
649,Mistral-Large-3,Baseline,16,1,High,HIGHER,300
650,Mistral-Large-3,Baseline,16,2,High,HIGHER,300
651,Mistral-Large-3,Baseline,16,3,High,HIGHER,300
652,Mistral-Large-3,Baseline,16,4,High,HIGHER,300
653,Mistral-Large-3,Baseline,16,5,High,HIGHER,300
654,Mistral-Large-3,Baseline,16,6,High,HIGHER,300
655,Mistral-Large-3,Baseline,16,7,High,HIGHER,300
656,Mistral-Large-3,Baseline,16,8,High,HIGHER,300
657,Mistral-Large-3,Baseline,17,1,Low,HIGHER,150000
658,Mistral-Large-3,Baseline,17,2,Low,HIGHER,250000
659,Mistral-Large-3,Baseline,17,3,Low,HIGHER,250000
660,Mistral-Large-3,Baseline,17,4,Low,HIGHER,250000
661,Mistral-Large-3,Baseline,17,5,Low,HIGHER,250000
662,Mistral-Large-3,Baseline,17,6,Low,HIGHER,250000
663,Mistral-Large-3,Baseline,17,7,Low,HIGHER,250000
664,Mistral-Large-3,Baseline,17,8,Low,HIGHER,250000
665,Mistral-Large-3,Baseline,17,1,High,LOWER,100000
666,Mistral-Large-3,Baseline,17,2,High,LOWER,50000
667,Mistral-Large-3,Baseline,17,3,High,LOWER,100000
668,Mistral-Large-3,Baseline,17,4,High,LOWER,100000
669,Mistral-Large-3,Baseline,17,5,High,LOWER,50000
670,Mistral-Large-3,Baseline,17,6,High,LOWER,50000
671,Mistral-Large-3,Baseline,17,7,High,LOWER,100000
672,Mistral-Large-3,Baseline,17,8,High,LOWER,100000
673,Mistral-Large-3,Baseline,18,1,Low,HIGHER,150
674,Mistral-Large-3,Baseline,18,2,Low,HIGHER,150
675,Mistral-Large-3,Baseline,18,3,Low,HIGHER,150
676,Mistral-Large-3,Baseline,18,4,Low,HIGHER,150
677,Mistral-Large-3,Baseline,18,5,Low,HIGHER,150
678,Mistral-Large-3,Baseline,18,6,Low,HIGHER,150
679,Mistral-Large-3,Baseline,18,7,Low,HIGHER,150
680,Mistral-Large-3,Baseline,18,8,Low,HIGHER,150
681,Mistral-Large-3,Baseline,18,1,High,HIGHER,150
682,Mistral-Large-3,Baseline,18,2,High,HIGHER,150
683,Mistral-Large-3,Baseline,18,3,High,HIGHER,150
684,Mistral-Large-3,Baseline,18,4,High,HIGHER,150
685,Mistral-Large-3,Baseline,18,5,High,HIGHER,150
686,Mistral-Large-3,Baseline,18,6,High,HIGHER,150
687,Mistral-Large-3,Baseline,18,7,High,HIGHER,150
688,Mistral-Large-3,Baseline,18,8,High,HIGHER,150
689,Mistral-Large-3,Baseline,19,1,Low,LOWER,60000
690,Mistral-Large-3,Baseline,19,2,Low,LOWER,60000
691,Mistral-Large-3,Baseline,19,3,Low,LOWER,60000
692,Mistral-Large-3,Baseline,19,4,Low,LOWER,60000
693,Mistral-Large-3,Baseline,19,5,Low,LOWER,60000
694,Mistral-Large-3,Baseline,19,6,Low,LOWER,60000
695,Mistral-Large-3,Baseline,19,7,Low,LOWER,60000
696,Mistral-Large-3,Baseline,19,8,Low,LOWER,60000
697,Mistral-Large-3,Baseline,19,1,High,LOWER,250000
698,Mistral-Large-3,Baseline,19,2,High,LOWER,250000
699,Mistral-Large-3,Baseline,19,3,High,LOWER,250000
700,Mistral-Large-3,Baseline,19,4,High,LOWER,250000
701,Mistral-Large-3,Baseline,19,5,High,LOWER,250000
702,Mistral-Large-3,Baseline,19,6,High,LOWER,250000
703,Mistral-Large-3,Baseline,19,7,High,LOWER,250000
704,Mistral-Large-3,Baseline,19,8,High,LOWER,250000
705,Mistral-Large-3,Baseline,20,1,Low,HIGHER,1200
706,Mistral-Large-3,Baseline,20,2,Low,HIGHER,1200
707,Mistral-Large-3,Baseline,20,3,Low,HIGHER,1200
708,Mistral-Large-3,Baseline,20,4,Low,HIGHER,1200
709,Mistral-Large-3,Baseline,20,5,Low,HIGHER,1200
710,Mistral-Large-3,Baseline,20,6,Low,HIGHER,1200
711,Mistral-Large-3,Baseline,20,7,Low,HIGHER,1200
712,Mistral-Large-3,Baseline,20,8,Low,HIGHER,1200
713,Mistral-Large-3,Baseline,20,1,High,HIGHER,1800
714,Mistral-Large-3,Baseline,20,2,High,HIGHER,1800
715,Mistral-Large-3,Baseline,20,3,High,HIGHER,1800
716,Mistral-Large-3,Baseline,20,4,High,HIGHER,1800
717,Mistral-Large-3,Baseline,20,5,High,HIGHER,1800
718,Mistral-Large-3,Baseline,20,6,High,HIGHER,1800
719,Mistral-Large-3,Baseline,20,7,High,HIGHER,1800
720,Mistral-Large-3,Baseline,20,8,High,HIGHER,1800
721,Mistral-Large-3,Baseline,21,1,Low,HIGHER,1800
722,Mistral-Large-3,Baseline,21,2,Low,HIGHER,1800
723,Mistral-Large-3,Baseline,21,3,Low,HIGHER,1800
724,Mistral-Large-3,Baseline,21,4,Low,HIGHER,1800
725,Mistral-Large-3,Baseline,21,5,Low,HIGHER,1800
726,Mistral-Large-3,Baseline,21,6,Low,HIGHER,1800
727,Mistral-Large-3,Baseline,21,7,Low,HIGHER,1800
728,Mistral-Large-3,Baseline,21,8,Low,HIGHER,1800
729,Mistral-Large-3,Baseline,21,1,High,HIGHER,1800
730,Mistral-Large-3,Baseline,21,2,High,HIGHER,1800
731,Mistral-Large-3,Baseline,21,3,High,HIGHER,1800
732,Mistral-Large-3,Baseline,21,4,High,HIGHER,1800
733,Mistral-Large-3,Baseline,21,5,High,LOWER,1800
734,Mistral-Large-3,Baseline,21,6,High,HIGHER,1800
735,Mistral-Large-3,Baseline,21,7,High,HIGHER,1800
736,Mistral-Large-3,Baseline,21,8,High,HIGHER,1800
737,Mistral-Large-3,Baseline,22,1,Low,HIGHER,3700
738,Mistral-Large-3,Baseline,22,2,Low,HIGHER,3700
739,Mistral-Large-3,Baseline,22,3,Low,HIGHER,3700
740,Mistral-Large-3,Baseline,22,4,Low,HIGHER,3700
741,Mistral-Large-3,Baseline,22,5,Low,HIGHER,3700
742,Mistral-Large-3,Baseline,22,6,Low,HIGHER,3700
743,Mistral-Large-3,Baseline,22,7,Low,HIGHER,3700
744,Mistral-Large-3,Baseline,22,8,Low,HIGHER,3700
745,Mistral-Large-3,Baseline,22,1,High,LOWER,3700
746,Mistral-Large-3,Baseline,22,2,High,LOWER,3700
747,Mistral-Large-3,Baseline,22,3,High,LOWER,3700
748,Mistral-Large-3,Baseline,22,4,High,LOWER,3700
749,Mistral-Large-3,Baseline,22,5,High,LOWER,3700
750,Mistral-Large-3,Baseline,22,6,High,LOWER,3700
751,Mistral-Large-3,Baseline,22,7,High,LOWER,3700
752,Mistral-Large-3,Baseline,22,8,High,LOWER,3700
753,Mistral-Large-3,Baseline,23,1,Low,HIGHER,300
754,Mistral-Large-3,Baseline,23,2,Low,HIGHER,300
755,Mistral-Large-3,Baseline,23,3,Low,HIGHER,300
756,Mistral-Large-3,Baseline,23,4,Low,HIGHER,300
757,Mistral-Large-3,Baseline,23,5,Low,HIGHER,300
758,Mistral-Large-3,Baseline,23,6,Low,HIGHER,300
759,Mistral-Large-3,Baseline,23,7,Low,HIGHER,300
760,Mistral-Large-3,Baseline,23,8,Low,HIGHER,300
761,Mistral-Large-3,Baseline,23,1,High,HIGHER,700
762,Mistral-Large-3,Baseline,23,2,High,HIGHER,700
763,Mistral-Large-3,Baseline,23,3,High,HIGHER,700
764,Mistral-Large-3,Baseline,23,4,High,HIGHER,700
765,Mistral-Large-3,Baseline,23,5,High,HIGHER,700
766,Mistral-Large-3,Baseline,23,6,High,HIGHER,700
767,Mistral-Large-3,Baseline,23,7,High,HIGHER,700
768,Mistral-Large-3,Baseline,23,8,High,HIGHER,700
769,Mistral-Large-3,Baseline,24,1,Low,HIGHER,44000
770,Mistral-Large-3,Baseline,24,2,Low,HIGHER,44000
771,Mistral-Large-3,Baseline,24,3,Low,HIGHER,44000
772,Mistral-Large-3,Baseline,24,4,Low,HIGHER,44000
773,Mistral-Large-3,Baseline,24,5,Low,HIGHER,44000
774,Mistral-Large-3,Baseline,24,6,Low,HIGHER,44000
775,Mistral-Large-3,Baseline,24,7,Low,HIGHER,44000
776,Mistral-Large-3,Baseline,24,8,Low,HIGHER,44000
777,Mistral-Large-3,Baseline,24,1,High,LOWER,45000
778,Mistral-Large-3,Baseline,24,2,High,LOWER,45000
779,Mistral-Large-3,Baseline,24,3,High,LOWER,45000
780,Mistral-Large-3,Baseline,24,4,High,LOWER,45000
781,Mistral-Large-3,Baseline,24,5,High,LOWER,45000
782,Mistral-Large-3,Baseline,24,6,High,LOWER,45000
783,Mistral-Large-3,Baseline,24,7,High,LOWER,45000
784,Mistral-Large-3,Baseline,24,8,High,LOWER,45000
785,Mistral-Large-3,Baseline,25,1,Low,HIGHER,1200
786,Mistral-Large-3,Baseline,25,2,Low,HIGHER,1200
787,Mistral-Large-3,Baseline,25,3,Low,HIGHER,1200
788,Mistral-Large-3,Baseline,25,4,Low,HIGHER,1200
789,Mistral-Large-3,Baseline,25,5,Low,HIGHER,1200
790,Mistral-Large-3,Baseline,25,6,Low,HIGHER,1200
791,Mistral-Large-3,Baseline,25,7,Low,HIGHER,1200
792,Mistral-Large-3,Baseline,25,8,Low,HIGHER,1200
793,Mistral-Large-3,Baseline,25,1,High,HIGHER,1800
794,Mistral-Large-3,Baseline,25,2,High,HIGHER,1800
795,Mistral-Large-3,Baseline,25,3,High,HIGHER,1800
796,Mistral-Large-3,Baseline,25,4,High,HIGHER,1800
797,Mistral-Large-3,Baseline,25,5,High,HIGHER,1800
798,Mistral-Large-3,Baseline,25,6,High,HIGHER,1800
799,Mistral-Large-3,Baseline,25,7,High,HIGHER,1800
800,Mistral-Large-3,Baseline,25,8,High,HIGHER,1800
